reading input file: toys_full.csv
counting toys:
1,0.570144
2,0.571185
3,0.554007
4,0.573196
5,0.558936
6,0.544302
7,0.556032
8,0.557231
9,0.561052
10,0.553428
11,0.565085
12,0.55592
13,0.562873
14,0.548106
15,0.544081
16,0.569409
17,0.555486
18,0.583801
19,0.562721
20,0.558007
21,0.546648
22,0.559744
23,0.550028
24,0.560775
25,0.559479
26,0.564394
27,0.571875
28,0.557833
29,0.558346
30,0.555612
31,0.554467
32,0.561583
33,0.559299
34,0.567858
35,0.57432
36,0.561663
37,0.558215
38,0.548348
39,0.565649
40,0.577968
41,0.556865
42,0.568168
43,0.559431
44,0.570301
45,0.56108
46,0.563553
47,0.563042
48,0.548746
49,0.571349
50,0.572321
51,0.568574
52,0.564041
53,0.57689
54,0.564877
55,0.579242
56,0.553975
57,0.5692
58,0.568446
59,0.568883
60,0.54139
61,0.560793
62,0.569719
63,0.577374
64,0.541405
65,0.555062
66,0.580015
67,0.553178
68,0.596954
69,0.563983
70,0.553199
71,0.568588
72,0.56011
73,0.548048
74,0.558048
75,0.561444
76,0.568032
77,0.561668
78,0.577469
79,0.564844
80,0.563085
81,0.572343
82,0.566021
83,0.559973
84,0.558719
85,0.5644
86,0.561035
87,0.548756
88,0.566077
89,0.576235
90,0.56006
91,0.548984
92,0.559191
93,0.55784
94,0.562995
95,0.585957
96,0.566302
97,0.560798
98,0.547549
99,0.561989
100,0.559591
101,0.562275
102,0.581251
103,0.555291
104,0.548411
105,0.57008
106,0.562777
107,0.570178
108,0.725191
109,4.37193
110,4.46988
111,4.28678
112,4.45313
113,4.40009
114,4.27371
115,4.29819
116,4.33725
117,4.31282
118,4.28134
119,4.42289
120,4.25304
121,4.27647
122,4.28773
123,4.41365
124,4.43667
125,4.3619
126,4.35204
127,4.41689
128,4.45188
129,4.506
130,4.33874
131,4.35889
132,4.4408
133,4.34633
134,4.36187
135,4.45702
136,4.34547
137,4.38405
138,4.2845
139,4.34551
140,4.44027
141,4.43325
142,4.44844
143,4.39298
144,4.39725
145,4.34315
146,4.42866
147,4.37542
148,4.31595
149,4.34322
150,4.35892
151,4.32622
152,4.26611
153,4.45692
154,4.35511
155,4.44329
156,4.39095
157,4.4774
158,4.44853
159,4.34326
160,4.43005
161,4.34162
162,4.31036
163,4.34672
164,4.33956
165,4.54738
166,4.33838
167,4.39495
168,4.4174
169,4.45066
170,4.36583
171,4.20437
172,4.37366
173,4.32597
174,4.35558
175,4.37398
176,4.31604
177,4.32229
178,4.34088
179,4.41132
180,4.33028
181,4.30777
182,4.40472
183,4.39066
184,4.32106
185,4.50667
186,4.3774
187,4.4005
188,4.46191
189,4.4514
190,4.39422
191,4.23159
192,4.41575
193,4.35999
194,4.47146
195,4.45384
196,4.37878
197,4.51197
198,4.42664
199,4.38285
200,4.32011
201,4.40488
202,4.50864
203,4.39603
204,4.36628
205,4.37407
206,4.34138
207,4.41481
208,4.30702
209,4.38763
210,4.26122
211,4.32939
212,4.45595
213,4.31541
214,4.4042
215,4.40607
216,4.29892
217,4.4033
218,4.36882
219,4.37357
220,4.44931
221,4.37096
222,4.37
223,4.42578
224,4.3523
225,4.339
226,4.52493
227,4.27629
228,4.33717
229,4.29937
230,4.3933
231,4.30816
232,4.35203
233,4.33797
234,4.39307
235,4.32521
236,4.28785
237,4.44025
238,4.30892
239,4.37098
240,4.34941
241,4.45172
242,4.49304
243,4.31766
244,4.36197
245,4.45764
246,4.35008
247,4.41343
248,4.41751
249,4.375
250,4.33883
251,4.40909
252,4.42184
253,4.40967
254,4.36129
255,4.35483
256,4.42927
257,4.34048
258,4.46171
259,4.33846
260,4.38623
261,4.25134
262,4.464
263,4.3607
264,4.50022
265,4.36416
266,4.36325
267,4.31793
268,4.37418
269,4.37523
270,4.40363
271,4.21424
272,4.39249
273,4.35307
274,4.37692
275,4.43604
276,4.29187
277,4.55676
278,4.32331
279,4.46033
280,4.28632
281,4.52315
282,4.39007
283,4.28838
284,4.30768
285,4.34496
286,4.29753
287,4.41012
288,4.46429
289,4.39567
290,4.42647
291,4.44593
292,4.52983
293,4.28676
294,85.8949
295,1946.12
296,1936.9
297,1933.65
298,1932.2
299,1937.72
300,1949.89
301,1945.72
302,1953.75
303,1938.35
304,1943.54
305,1943.01
306,1861.56
307,1946.94
308,1943.42
309,1950.11
310,1953.89
311,3.80348
312,3.87476
313,3.85586
314,3.83212
315,3.83406
316,3.83278
317,3.82636
318,3.78033
319,3.80361
320,3.82795
321,3.79653
322,3.84455
323,3.83959
324,3.7805
325,3.8794
326,3.89445
327,3.82104
328,3.8066
329,3.7955
330,3.82103
331,3.84481
332,3.84833
333,3.83426
334,3.81508
335,3.8441
336,3.80774
337,3.78909
338,3.85494
339,3.80676
340,3.8039
341,3.83643
342,3.7904
343,3.89072
344,3.8372
total duration: 234146989 average: 23.4147
size: 10000000
